,comments,score
8842,除了店家和产品不满意，剩下还都挺好,0
8843,手机收到了，很满意的一次购物。物流很快，快递小哥的服务也很好。手机质量很好。\n外形外观：外形十分美观。\n拍照效果：像素好，拍照十分清楚。\n运行速度：手机运行很快。,1
8844,只能说，外观及做工确实可以，但是真实使用体验可以说非常差。\n1.发烫贼厉害，我不打游戏，就刷刷网页和视频，估计半小时一小时不到能飚到50多度。\n2.电池:宣传页上的超长续航就是个笑话，我不打游戏的人一天起码三充。\n3.相机启动慢到怀疑人生，如果你想用这手机来抓拍，想都不用想。另外扫码更是慢到你怀疑人事，有一次我去单位，跟同事一起到门口的，结果人家都到办公室了，我还在扫码！\n4.像素:并没有想象中那么好，ai识别功能绝对被国产一众手机吊打，清晰度还可以，但比不过我上个oppo find X3pro。还有文档扫描功能，觉对是鸡肋，永远扫不正，国产机的这一功能可以说非常溜，镜头一对，基本上边框都没有，还不用自己调，完完整整文档页面全部能扫好，关键还能做到高度清晰。\n5.信号问题:甚至比水果都比不过，差的一批，无论流量（流量4g5g经常跳）还是无线，经常断线连不上，同一个地方别的手机没出现。\n以上是我使用过程中碰到的几大问题，如果忍受不了的机友，直接劝退。,0
8845,平均一天一重启   本来买这手机是用来打游戏的  你能体验体验打着打着排位突然给你重启的血压感  好评送上,0
8846,买回来没充电器没数据线,0
8847,快递很快第二天就到了，手机也很不错，儿子很喜欢，第二次购买了，各项功能都挺不错的，很快,1
8848,就是个垃圾???,0
8849,丢掉水果，果断换三星新机型，第一次用安卓担心要适应一段时间，结果～三天基本适应，很流畅的配置，很顺手的系统，颜色好看，还送蓝牙耳机、原装充电器充电超快，电池没问题，大爱。,1
8850,您没有填写内容，默认好评,0
8851,手机放口袋都发热，荣耀note10我用了3年都没出现过这样的事件，质量还是不能同日而语,0
8852,心心念念的手机终于给女朋友买到啦，女朋友很喜欢说明年就和我结婚，手机非常好外观时尚，屏幕显示效果非常棒，系统很流畅，拍照也好好，粉嘟嘟的很好看，发货也很快！买这些东西就来京东就对了！！,1
8853,手机使用上运行速度很快的！活动购买的感觉也不错，拍照效果很惊艳的，屏幕颜色很正，很清晰的！外观总之也还可以吧，值得说的就是原装手机壳手感很不错的！防护也很到位的！,1
8854,拍照效果:拍照非常好，夜景模式拍得非常清楚\n显示效果:亮度也好，可以根据自己需求随意调节\n电池续航:电池非常耐用\n总之很棒，值得推荐,1
8855,商家8天才发货，快递不到两天就送到啦，还有这手机确实有问题，它会突然卡住死机 ，重启 。,0
8856,手机已收到，店家服务态度特别好，发货速度也很快。用了几天很好用。特别满意。\n外形外观：很好看\n屏幕音效：音效果好\n拍照效果：拍照效果不错\n运行速度：运行内存相当不错\n待机时间：待机时间也可以，充电速度也很快。,1
8857,待机时间很短。,0
8858,拿到手机的第三天，有空来写一写使用感受。\n起初买手机的核心需求就是屏幕小且清晰，有几种可选手机，去实体店上手试了几款，被三星的屏幕素质击中，上手感觉真真一级棒！因为是第一次使用三星手机，所以看了许多帖子，斟酌之后下单购买。\n就本人而言，我不打游戏，短视频刷的也少，平时办公充电器也都在，属于随用随充型，续航问题不是担心的。 而且在自己捣鼓了一晚上后，发现手机的可食用性真的超强? 爱了爱了！！我就是爱捣鼓的人哈哈哈，等明天的充电器到家～,1
8859,体验感不是一般的差，为何有个保底一星的评价？未发赠品充电器，6月14日客服一说10个工作日补发，6月21日问进度，客服二说去看之前的聊天记录，然后就失踪了，6月25日客服三又跟客服一一样的说辞，又说登记信息后补发，如果登记信用有用，为什么会有客服二客服三的出现？,0
8860,手机未收到，居然收货了,0
8861,不好用！发热！信号也不好,0
8862,发烫，闪退，卡，换了一次还是这样，五千块钱的手机，和好手机有关的你是一点不沾边啊，后老悔了，真的想支持华为，但是你不给我机会,0
8863,发热严重，最高到48度，系统自动停止使用，刷抖音、拍照片、玩游戏10多分钟卡顿死机，智商检验机！,0
8864,破玩意买了半个月就降了三百.,0
8865,窄边框真的太好看了，颜值很高，背面磨砂质感手感很好，拍照清晰，指纹识别很快，很棒！,1
8866,外形外观：外观非常漂亮，颜色非常正，大爱\n运行速度：运行速度非常快，毕竟12G的内存\n\n待机时间：待机时间还能接受，平时电话多，用的时间短正常\n拍照效果：拍照效果非常棒,1
8867,送妈妈的，妈妈很喜欢～ 华为还是很强大的，照出来的照片画质非常好，买了最大内存的，可以拍好多照片和视频咯～ 支持国产品牌！,1
8868,真的是巨卡啊，怎么一个快四千的新手机可以这么卡？？跟我用了两三年的k30一样卡，我真的是服了。,0
8869,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,0
8870,外形外观：紫色的超级好看，推荐紫色\n屏幕音效：屏幕触摸流畅，音质很好\n拍照效果：拍照很清晰，苹果的原相机真的很强，拍出的照片很真实\n运行速度：运营很流畅\n待机时间：待机一天没有问题\n其他特色：1,1
8871,有时候稍微有点卡顿 哎,0
8872,包装盒上有明显划痕，充电器上无塑封膜，这如果不是二手的就是翻新的，上当受骗了！,0
8873,苹果手机真的是手机中的战斗机，IOS系统真的很好用，很顺畅舒坦之前也一直用的苹果产品，拍照，软件运行，都挺好的，就是用久了手机电池有点费电快，这个手机继续观察下。,1
8874,拍照效果：1亿的像素，照片质量简直不要太好\n运行速度：骁龙旗舰，速度流畅\n其他特色：最喜欢的就是note的手写笔了，非常方便记笔记和使用,1
8875,外观上手机造型时尚潮流，对角摄像头的模式非常适合现在的审美观，手感还算舒适，正面刘海其实是耐看的，不带手机套时手感还好，带上了手机套手机变厚了，手机处理器性能强悍，系统流畅，感觉比老款的响应更快，电池挺耐用的 ，手机充电时有发热现象，但不觉得影响日常使用，双立体声给力，声音大好听，很满意。,1
8876,买的11到货了专门用了一段时间来评价了，很好用，买了12还没有这个11好用，电池续航一天以上，快充也给力，两个小时就冲满了，一次买了两部，喜欢?,1
8877,告知交易界面有提示，激活后不能退货。我真是***了。还跟我讲规则！插卡就激活。谁**能想的到。,0
8878,拍照效果：很差  客服态度也差   下次再也不从网上购买手机了,0
8879,啥也不是，买了一个月就降价，信号也不好,0
8880,苹果11yyds，质感非常好，用起来大小正合适，放在手里刚刚好，非常巴适！而且苹果不用清后台，可以开很多应用，而且不卡顿，真的超棒??，用了这么久智能机，还是比较习惯苹果。,1
8881,屏显太差了，看个十分钟眼睛好累。\n谁买谁上当,0
8882,上滑退出页面左侧有花屏，真垃圾,0
8883,"一直都是三星的粉丝,从2011年到现在一直都是用三星手机。Galaxy S21这手机使用十分流畅，跟手程度很高屏幕显示很漂亮。",1
8884,没有充电器耳机整个盒子真薄了很多，屏幕比11真是提升了不少，没有那么粗糙了，回到了4的方正造型，\n运行速度：依旧这么快，\n待机时间：一天一充\n其他特色：京东送货快，让人放心。,1
8885,刚买回来就送去检修，#，相机故障，激活了还不给退,0
8886,买的虽然是64G版本的。但是足够用了。不得不说苹果的质感还是手机里最好的之一。双面玻璃的机身拿在手里的感觉很舒服。流畅度依旧无敌。下载和运行App的时候。没有一点，卡顿，动画也很流畅。这代升级的拍照，感觉也是挺好的。尤其是夜景以前拍出来黑漆漆一片的时候强太多。待机续航也不错。待机一晚只用百分之2。相当扛用。\n外形外观：?\n屏幕音效：?\n拍照效果：?\n运行速度：?\n待机时间：?,1
8887,用了接近一个月了，才来评价。手机搭配66W的快充，充电真的特别特别快，很方便，就算急着出门，也可以短时间内充很多电。就是充电器要单独买，这个没有配充电器，充电器有点贵，200块钱左右。\n外形外观：这个颜色我太喜欢了，刚好适配我的HUAWEI Freelace的颜色。\n拍照效果：拍照效果特别特别好！！看我的图就知道了，非常喜欢这个像素。就算放大了拍也很清晰。\n运行速度：很快噢，就是打游戏打久了有点略微发烫。不过还能接受。\n待机时间：挺长的，掉电不快。,1
8888,首先声明一下，手机不是买给自己的用的，年前麻麻说手机用起来不咋好使了，于是我就想着给换一部，在网上看了很久，最终决定了买这个，首先设计比较适合女性，然后是各项性能虽然说不上拔尖，但是日常使用绝对是妥妥的。\n外形外观：麻麻说很好看，我姐也说很漂亮\n屏幕音效：还可以\n拍照效果：很不错\n运行速度：麻麻说一点儿都不卡\n具体我也没用过，下次回家了看一看再来追评吧。,1
8889,才买半个多月就降价 还不给补差价,0
8890,前天刚买的今天就降了500,0
8891,手机未收到，居然收货了,0
8892,第一次买游戏手机，外观很惊艳，120w充电，太快了，而且玩了两把王者荣耀，屏幕满分，而且直屏还是玩游戏好啊，很不错，游戏模式设置也不错,1
8893,手机刚拆封后盖很大缝隙按下去还有声音，中框有氧化的痕迹  屏幕中框连接处白色的东西  2月21生产的机器 已经申请退货了 慎重购买,0
8894,小米12黄金比例，手感极佳，外观好看大气，性能参数更不用说了当下的顶配，性价比高24期免息更是无敌，日用，游戏都是完美的，直接爱了！,1
8895,手机还没 用到一个月出现接视频黑屏无法开机五六次，送去华为售后点检测发现主板有问题，,0
8896,外形美观大气，运行流畅，快速，不卡顿，打游戏很流畅，用着舒服。充电速度很快，30分钟左右就充满了，有急事又没电的时候充5分钟左右就可以用一段时间了。总的来说是很满意的一次购物！！！,1
8897,垃圾客服，问他怎么兑换电影票，答非所问。垃圾,0
8898,手机很好用，屏幕很清晰，运行速度快，运行流畅。\n充电速度够快，很喜欢。特别满意，好评必须好评,1
8899,太垃圾，不好用还老卡,0
8900,像素1个亿非常清楚，续航很好，充电速度飞快，分辨率很好，音质也很好，杜比音效，推荐选购,1
8901,没有充电器为什么不提前告诉一声，,0
8902,刚刚收到就降价200多，不满意,0
8903,玩金铲铲一局游戏掉线8次，不知道为什么，客服只会一句抱歉，以后不会选择红米了，真的不行,0
8904,早就收到货了，想用了再评价，因为嫌果机换安卓有点麻烦，所以才刚启用。用来多年果机的我，切换到这款K50不仅没有不适应反倒有种久违的惊艳！手机使用的流畅丝滑不要太爽！摄像头和屏幕的高清晰度不要太爽！仍然能够保留我喜欢的指纹应用不要太爽！充电嗖嗖嗖快速满格的感觉不要太爽！摄像头布局紧凑又美观加上典雅秀丽的青绿外壳深得我心！而且我三十多个app应用移过来非常简单顺畅也并没有我以为的繁琐！感谢王一博的代言让我第一次用国产手机就遇到这么棒的红米！再次被优秀爱豆推荐的民族品牌好物圈粉！\n外形外观：摄像头布局紧凑美观，外壳颜色靓丽却不俗艳\n屏幕音效：音质非常可\n拍照效果：超级棒\n运行速度：流畅丝滑，爽！,1
8905,很不错的手机速度很快游戏效果强拍照像素高。使用感觉特别棒！赞?,1
8906,外形外观：外观挺不错的，除了后盖有处地方缝隙较大，唯一遗憾，灯光下后盖可以各种变色，很炫酷\n屏幕音效：双扬声器在2000档配上，有好过没有\n拍照效果：拍照效果不错，游戏手机还带光学防抖非常棒\n运行速度：直接买顶配，运行流畅，准备用很多年了。\n其他特色：插针功能不错,1
8907,手机收到了，用了两个月了，好用，电池也还好行，手机背面很漂亮，比正面好看，正面亮屏状态也还不错，处理器也够用，支持华为，再等一两年，王者归来，绝壁销量大爆发。,1
8908,之前用华为，换完发现NFC、单位的APP、全都用不了...，有的地方信号还不太好,0
8909,垃圾手机，还好意思是王者荣耀比赛手机，打王者随时都是460  无线网  手机流量都试过了，一打团就是卡死  一打团就卡死,0
8910,蓝色的外观很好看，这曲屏配合这小寸尺手感超好，拍摄的效果杠杠的，这样的配置速度快！我就讨厌大屏手机，所以才换了这个小屏手机，很满意。,1
8911,这是新手机？有指纹，有灰尘。,0
8912,外形外观：黑色，很正，不是那种发灰的那种；\n屏幕音效：音质很好，当然配上耳机更完美；\n拍照效果：拍照不输1亿像素的安卓；\n运行速度：运行很完美，没有出现过问题！,1
8913,外形外观：颜色很小清新\n屏幕音效：很不错\n拍照效果：拍照真的绝 ，正好那天金星合月被我拍到了 附图可以看下\n运行速度：头一回用苹果手机，反应速度很快，打游戏也很顺畅,1
8914,太垃圾了，用了一个月，来电话就卡住，摄像头也不清晰，比P30差远了，还一样的钱！太不值了！,0
8915,外观越用越喜欢了，打游戏温度控制的不错，还有百分百换新服务非常好,1
8916,再也不要相信保价的鬼话,0
8917,挺好用的，颜值高，用着也顺手，反应速度快触摸也很灵敏，是我想要的，一直喜欢用三星，好评，一如既往的支持,1
8918,包装有损坏，心里觉得别扭。,0
8919,iqoo手机我是第二次购买了，这个系列的手机性能强大，屏幕素质也好，照相功能效果也很不错，全方位无短板，非常好！,1
8920,手机不错，但才买不到十几天就降价,0
8921,外形外观：正常，无拆封，全新的\n屏幕音效：好，耳机?配套使用\n拍照效果：清晰的很，\n运行速度：很快，无任何卡顿现象\n待机时间：待机时间长，充一次电可以用很久的\n其他特色：价位超级划算的，，比实体店便宜,1
8922,非常好，好就在没有充电头,0
8923,上当了。没打电话，没有短信，没有注册，插一下卡就叫激活，这不是无赖？这样讲任何电话都不能退了，因为你不插卡.怎么知道手机好坏？\n故意拖着不处理，然后就说超过7天了！,0
8924,~语音不识别麦克疯声音时有时无售后处理扯皮玩文字游戏明明是软件支持的问题非要扯到硬检没问题上就这种品控活该你卖不出去在京东第一次如此糟糕的购物以后决不会购买三星的产品???,0
8925,10天左右就降了200元，哎，心情不好,0
8926,标配到充电器都没有了，建议大家看仔细了！#商家太多，支持国货不易呀,0
8927,双十一期间买完就降价，没有诚信可言！,0
8928,昨天刚买的，第二天就降价了，?????????,0
8929,华为手机国产中的精品，手机很漂亮，外观及包装设计非常高大上，万象双环非常有独创性，品控也做的很好，拍照。能力顶级。对景物的还原度非常高，变焦能看清很远处的微小细节，果然是拍照中的极品。整体运行非常流畅，打游戏不怎么发热，普通使用电池能支撑一天，没有什么后顾之忧，充电也也比较快。信号强网速快是华为一贯的强项，希望华为越来越强大,1
8930,一直都在用华为的手机，主要是人性化设置比较丰富。而且手表、体脂秤都是买的华为的，生态比较好，适配起来很方便。,1
8931,补充说一下手机耗电极快，每天亮屏7小时的我基本上处于一天四充的状态；,0
8932,13的确是很香，即使没有翻天覆地的变化，也让人觉得精致和实用\n外形外观：简约的造型，机身很薄，美绝了，iPhone13的设计很有辨识度，特别是摄像头，做工手感很精致，星光色相当好看。\n屏幕音效：屏幕通透清晰，暗色模式下很护眼，ios优化下60hz也很够用。\n拍照效果：摄影效果更好，电影效果拍视频效果很棒，尤其是ai很强大，自动优化效果很强\n运行速度：运行速度快，不是傻快，而是丝滑，下载安装东西都很快\n待机时间：续航时间增加，很不错，目前一天一充，充电速度也不错,1
8933,超级开心，抢到了9号色。超喜欢，好看！速度也非常快，内存大，终于可以流畅打游戏了,1
8934,买了没多久就活动降五百块,0
8935,我一直在用三星n特系列手机，那是真好，都是机皇啊，特别是屏，那是世界第一，通话清晰，系统流畅，音质好,1
8936,充电器，发货太慢，很生气,0
8937,刚拿到手的手机，这指纹解锁这么差劲的吗？,0
8938,这款手机不错哦！本来想买黑色的，没货，就迭了紫色的，也挺好的，没那么炸眼，低调！性能较好！反应很快，内存也够大，再也不用天天卸载东西了！,1
8939,手机可以    但是为什么手机和充电器不一起给呢   手机到了   我拿什么充电,0
8940,京东效率高，一开始告诉我25号发货，没想到今天就收到货了。\n外形外观：精致，大气。\n屏幕音效：屏幕音效：三星屏幕120hz，显示效果好。双扬声器立体声尚佳。\n\n拍照效果：imx598带光学防抖，碾压同价位机器。\n\n运行速度：高通骁龙870，速度比我之前的荣耀v10手机快多了。\n待机时间：用几天看看，有快充加持。,1
8941,客服服务态度极差，回答问题答非所问，,0
8942,为什么明明选过来选择的有充电器的套餐，回来以后缺只有个手机，要是明知道只有个手机我何必花6458买呢，实体店也只用6000就买到了，太坑了,0
8943,发货速度快，快递小哥服务好，相信京东，京东值得信赖，机器运行速度快，手感好，是正品，非常棒！。！。,1
8944,非常棒的手机屏幕超大，手机颜值非常高相机一级棒对焦迅速很稳定，三星系统自由度很高，玩了一晚上设置找到了，很多，想自定义的东西，你不会尝试。,1
8945,体验非常差，买了，还未开机，外观有瑕疵，申请售后，处理的非常慢,0
8946,相信这个手机，肯定是正品。\n因为之前的手机很卡，所以不得不换。外观很好看，手感很好。和以前的手机相比，简直是新一代的产物。\n包装很严实。不会产生磕碰。京东物流很快。隔天就到了。没有耽误使用。,1
8947,一直对安卓停留在n年前的印象 没想到neo5到手后真的颠覆了我的固有印象 开机进系统后操作了一番 真的很爱顺滑啊 拿到手里还非常有手感 真的很有高端机的感觉 背部的颜色随着光线变化 真的好看 大赞啊简直 玩里固德！！！,1
8948,外形外观：手感不错\n拍照效果：照片很好。\n运行速度：打王者不丢贞不错不错,1
8949,第一次购买华为，很轻盈，摄像头挺美观的，后续用用看，属于拍照手机。,1
8950,双十一期间买完就降价，没有诚信可言！,0
8951,一个手机卡，放到原来的手机信号就好，放到这个vivo5里，玩游戏就460！体验非常次,0
8952,会推荐给大家的支持,1
8953,小米11手机早收到了，非常满意，特别喜欢。首先，它的颜值很高；其次，系统特别流畅，特别快；然后，充电非常快，电池耐用；它的音质特别好，听起来特别舒服。另外，它的屏绝对是棒棒的，拍照效果特别好，一亿像素，杠杠的。小米11手机，绝对是大爱，相信京东！,1
8954,拍照效果：无敌了 很清晰\n运行速度：很快 很流畅,1
8955,追剧看着看着屏幕变绿，，期待了这么久的k50pro怎么就这样，有点伤心?,0
8956,第一次在网上购买手机，体验很不好。收到宝贝后，开箱，手机上下端都有明显磨痕，感觉是翻新机，欺骗消费者，果断退货,0
8957,手机发回来咋没有充电器,0
8958,垃圾，玩金铲铲经常卡屏,0
8959,来评论了，来评论了，手机好好看隔天到达\n外形外观：好看！\n买错了，我买了那个没有充电器款的呜呜呜，但是真好看,1
8960,真是火龙888的，什么都没干就烧的不能行，服了，手机可以，就是很热，很烫，很发烧，！买的时候考虑考虑吧！而且摇晃手机有异响！！！续航就更别提了,0
8961,外形外观：紫色很惊艳，一手刚好操控\n\n屏幕音效：屏幕很细腻，曼哈顿音效很好\n\n拍照效果：拍照非常清晰\n\n运行速度：运行速度杠杠的,1
8962,很好看，几乎全满的屏幕观感很舒服，简直是这几年最好看的手机（指正面）\n用起来有点轻微发烫，打游戏发烫没有预想中的烫，但是掉帧严重\n综合下来，颜值党值得一选,1
8963,买的手机 打开之后屏幕包装膜有指纹 怀疑是二手的 连着无线切换数据网络会好长没网  刷视频会经常卡一秒不动（绝对不是网络的问题）,0
8964,哈哈，终于买到了，很不错的一款手机，系统非常流畅，性价比高，适合我这种贫民阶级，很好用，上手效果极佳，用着很不错，好评！,1
8965,系统给差差差评，没有优化好，手机里面竟然有2019年的文件，屏幕看着眼镜也有点不舒服,0
8966,华为手机很好用 外观好看 屏幕鲜亮 声音效果好 拍照成片效果好 运行速度很快  鸿蒙系统也很好用,1
8967,很好，用起来很流畅\n外形外观：外观造型非常好看\n运行速度：很流畅\n拍照效果：非常清晰的\n屏幕音效：屏幕很好，音质效果非常好\n待机时间：很可以了,1
8968,手机已换，和原来问题一样，手机后盖缝隙大，品控过差，都是8月份产的，信号不稳，打游戏卡顿，本想换了新就打算卖了，但未拆封的卖也的赔不少钱，4000的游戏机也就是2000块机子的体验感，服了，希望各位能闭坑。,0
8969,太贵了，不值得，刚刚算了一下，居然比外面贵3000多,0
8970,外形外观：查\n屏幕音效：查\n拍照效果：一般,0
8971,真的垃圾，打一局王者荣耀手机可以煮鸡蛋了，烫的要命,0
8972,为什么有一九三月的文件,0
8973,手机收到了，外观设计精美细致，屏幕效果非常好。一亿像素的拍照效果出众。运行速度快，京东配送认真负责！,1
8974,看了好久，还是选择了华为nova9，之前就用过第一代nova，现在还在抽屉里\n外形外观：外形外观：机身修长，握持感很好 \n屏幕音效：曲面屏显示效果不错，屏幕指纹解锁稍慢\n拍照效果：拍照效果没的说\n运行速度：速度还可以\n待机时间：待机正常水平,1
8975,外形外观：实在太好看了，曲面屏显得手机大，而且超级清晰\n拍照效果：主打的就是拍vlog，真的效果特别好，拍的我特别漂亮\n迫不及待就买了！！！满意满意！！！,1
8976,外形外观：手机非常好\n屏幕音效：音质非常好\n拍照效果：照出来的很真，非常清晰,1
8977,打王者60hz都稳定不了  90hz就更难了,0
8978,外形外观：完美，这个颜色超喜欢的\n拍照效果：拍照效果：超清晰的\n运行速度：玩游戏一点卡顿都没有，爽到爆\n没入手的可以赶紧入手，一如既往的支持小米哈哈哈,1
8979,快递速度很快，屏幕大小适中，拍照成相速度很快，略有发热，温度可以接受。,1
8980,绝了，买了一星期，框框掉价\n谁要准新机，4000元包邮,0
8981,外形外观：我比较喜欢亮色，这个白色搭三色线条我很喜欢\n运行速度：速度超快，以前是米粉，现在转iQOO，哈哈\n其他特色：主要是打游戏我是真的爱了,1
8982,外形外观：很漂亮 颜色好看有特色\n屏幕音效：很好 屏幕很亮 反应很快 还有防阳光效果\n拍照效果：好 抓拍好 拍照清晰\n运行速度：非常快 旗舰机 玩游戏特别好\n待机时间：长 正常玩游戏可以待机一天\n其他特色：发货速度快 性价比高,1
8983,跳水王，刚买没几天就降价！,0
8984,外形外观：好看啊\n屏幕音效：音质很好\n拍照效果：毛孔都可以看到\n运行速度：快\n待机时间：等追评,1
8985,拍照效果：非常清晰，这个价位能有这个效果很满意，女生自拍档值得入手。但出来的照片色调很暖很黄\n 电池续航：一天一充，半小时能充满，这个还是不错的。\n 运行速度：打农药、吃鸡都很流畅，速度够快，游戏档可以入手。 \n显示效果：屏幕分辨率高，画面流畅、清晰\n通信音质：音质不错，音量够大，再也不用大声讲电话。,1
8986,手机发热厉害，也不怎么快！,0
8987,手机小巧，一个手也能操作。相对的，屏幕小字体小看着累人，打字26键也很不友好。\n曲面屏，极致屏占比，看着还是很爽的。\n遇到过两次自动关闭流量上网功能，重启才好，没搞明白咋回事。\n电池消耗快，充电也特别快。充电器比较笨重。\n充分体会了有优点也相应有缺点的感觉。\n之前用的华为和荣耀，入手很适应，中规中矩。小米手机是为了达到效果做很多弥补的感觉，价格也不便宜了。先留下用了。,1
8988,运行速度：丝滑\n拍照效果：非常好\n屏幕音效：还能接受\n外形外观：喜欢,1
8989,系统辣鸡，操作拐杖，没有买多就变相降价800，还说自己活动，我就呵呵，还把中国消费者当傻子呢，以后绝对不买三星手机,0
8990,鸿蒙系统非常棒，速度非常快。256大储存，够用的了,1
8991,外形外观：直角大屏很大气。\n屏幕音效：三星屏颜色确实比别的品牌机子的颜色鲜艳。\n拍照效果：日常用，广角和像素够了。\n运行速度：12G的内存，肯定会快很多。\n待机时间：不玩游戏，只上网，够用一天。充电快，出门大半天不需要以防万一带充电宝了。,1
8992,外形外观：外观很帅，背面的大摄像头很亮眼\n屏幕音效：屏幕显示效果好，音效非常给力\n拍照效果：拍照不错，完全够我用\n运行速度：安卓第一梯队的旗舰速度\n待机时间：待机还可以，跟8差不太多\n其他特色：iqoo产品性价比非常高，值得长期使用,1
8993,一个字垃圾玩游戏掉帧啊搞不懂还独立显卡物流又慢,0
8994,父亲节礼物，爸爸超级喜欢，一部华为mate10用了五六年还是好好的，内存不够了换一部新的，用得相当顺手，再也不用抱怨拍照不好看了，4G和5G都是一样的，没什么差别，充电器第二天到，分开发货的p50很赞哦\n拍照效果：清晰 色彩艳丽,1
8995,特别喜欢苹果的产品，主要是系统流畅，非常喜欢\n外形外观：外观很好看，我在京东买了很多咯，给我家里人都备齐了，最后我选择放弃我的小米10，换了苹果11 超爱\n屏幕音效：很舒服，没有任何毛病\n拍照效果：拍照很舒服，个画质过于清晰，没美颜没法自拍，也就是两个字形容，真实。\n运行速度：运行很舒服，打开很多app都不卡，独一无二\n待机时间：一天吧，还可以\n其他特色：应该送点手机壳，钢化膜，不然自己还需要买,1
8996,所有软件登录不上去 极速发热  退货,0
8997,一个半月就出问题，系统崩溃,0
8998,很明显是别人退了又二次销售的。,0
8999,可好，玩游戏很流畅，像素很高清，充电时能根据环境温度等进行自我保护，太爱了。,1
9000,收到货是被拆开包装得，我也是服了,0
9001,选这款手机玩游戏真不错 外形也漂亮 大电池 充电快 做主力机和备用机都很好 昨天晚上下单 隔天上午就到了 nice,1
9002,内包装被拆，屏幕刮花，联系客服不处理，店大欺客！,0
9003,耗电有点快就不说了，还会莫名其妙的卡死机，只能长按电源关机重启，有时候切换会有掉帧卡顿的现象，手感也偏重,0
9004,外形外观：外观时尚，紫色普罗旺斯外观设计，高冷大气；屏幕音效：6.57英寸环幕屏，全屏设计视界逼真，屏幕分辨率非常高，音效很好，看电影重低音分明，听筒音量很大，打电话都要注意保密；拍照效果：杠杠的，后置5000万像素摄像头，多种拍摄模式，完全可以用作日常摄影；运行速度：8+256配置，运行速度飞快。,1
9005,手机趁着活动买的，感觉白色还是非常的好看，给兄弟买一个用，很不错！白色的看起来真的高大上，不过比苹果12重，用着感觉还不错！,1
9006,预定的手机终于到手了，随机还赠送两个耳机，还有焕新服务，真心不错。手机有点重，估计是电池厚了，充电速度很快。手感不错，速度快，玩游戏流畅！,1
9007,像素还没我旧手机好，体验感一般,0
9008,外形外观：靓丽\n屏幕音效：出色\n拍照效果：不错\n运行速度：非常快\n待机时间：短板,1
9009,6s用了5年，现在来换机想不到现在的安卓机这么香，枭龙870太牛了2千的价位吊打苹果11以下机型的性能，真的太香了，vivo确实很用心造手机，ui增加了很多人性化的功能，比小米的ui做得好太多，界面设计得非常漂亮，很符合年轻人的审美，成功被vivo圈粉！加油?！！！,1
9010,首先说外观，后壳的渐变色特别喜欢，话筒和听筒都比较个性。\n屏幕音效：高刷屏就是不一样，性能过剩的时代，骁龙870也基本满足各种日常使用。\n拍照：3摄光学防抖表现很不错，有样品看图\n待机时间：整体比较满意，因为充电够 快，30分钟满。\n最满意的还是游戏体验，玩王者体验太好了！,1
9011,新手机的电跟我用了3年的华为p30一样不耐用，哎&hellip;,0
9012,到手两天，还不错，就死机两次而已，打游戏闪退三次。因为疫情也退不了，不管他了。手机偶尔死机，应该是很正常的 请大家多多支持，这款手机我感觉是非常的不错,0
9013,手机可以，手感很好，挺高端大气的！拍照也挺清晰的！,1
9014,618活动买的，很划算，\n外形外观：大气美观，和4一样的手感设计\n屏幕音效：音质很好，音量比前面的几款都高\n拍照效果：拍照很OK\n运行速度：目前给没有发现卡机问题\n待机时间：不打游戏，只看视频待机时间一天班,1
9015,不好意思，是我自己的问题，嗯，这个还不错嗯，记得买上了之后要更新。,0
9016,买手机没有充电器！拿到手机还得另外买充电器！什么操作,0
9017,额，没的说，内存大，用起来相当丝滑，发哥也起来了！！！充电相当快，续航也杠杠的，拍照，怎么说呢，也可以，精细度相当不错。,1
9018,小米12有时接听电话断断续续，在网上买没有好的售后！也解决不了，差评差评,0
9019,耳机都不送好意思吗？再买vivo牌子就算我输,0
9020,价格保护按申请时间不是按签收时间，真的恶心,0
9021,外形外观：差\n屏幕音效：差\n拍照效果：差\n运行速度：差\n待机时间：差\n其他特色：差\n所以为什么没有耳机？？白期待，看直播间说付尾款的有耳机的？看评论买的也有说有耳机的？交定金的是不配有耳机了？,0
9022,买这个当时说的有平板，手机买来激活之后二次确认了，一直不给平板，没买的建议先别着急下手,0
9023,1.性能优秀，屏幕独显，玩游戏贼流畅，拍照很清晰，微云台确实不错。\n2.120W的快充不是盖的，10多分钟充满，不怕没电了。,1
9024,真他么垃圾手机，买了一个月就出现故障，屏幕还出现隐影问客服客服也不回。手机跟我说性能太高发热正常，老子就听歌打开一个软件，你跟我正常。兄弟们，别买，很伤心，小心烫手,0
9025,金金金金香\n王机很棒，开机也很快，手感很好，支持过长，第一次用车\n异幕音效：声音很大，音质很棒。\n白照效果：像素很好，比我想象中要惊拖。\n外形外观：流线型，看着很舒服，摸看更舒服。\n运行速度：很快，至少目前来看。\n待机时间：期待电池的表现。,1
9026,谁买谁上当，电池容量小也就算了，还不能连接电脑，必须另外再购买USB数据线才行，这个套路太深了,0
9027,完美素皮，手感无敌。快充，无线，小屏，所有我想要你的点都GET到了。小米颜值最高的一款手机。MIUI13也流畅无比，这次小米的方向对了。期待使用一段时间后的表现。,1
9028,运行速度特别快，后壳的颜色颜值超高，手机尺寸还是很大的，好在我手大，可以拿捏的住。总之就是很喜欢,1
